<name>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i>
Сбербанк,03/19/19,00:00,206.40,208.31,205.93,207.70,4779192,0
Сбербанк,03/20/19,00:00,207.60,209.84,206.40,209.80,5553520,0
Сбербанк,03/21/19,00:00,210.25,212.29,209.77,210.61,6703715,0
Сбербанк,03/22/19,00:00,210.61,211.29,206.70,207.70,4942140,0
Сбербанк,03/25/19,00:00,206.63,214.20,205.55,214.00,10811145,0
Сбербанк,03/26/19,00:00,214.70,218.46,213.13,218.00,8146610,0
Сбербанк,03/27/19,00:00,218.20,219.25,214.10,214.10,7199614,0
Сбербанк,03/28/19,00:00,214.15,215.95,213.72,215.07,4756555,0
Сбербанк,03/29/19,00:00,215.99,218.19,214.40,214.42,8581409,0
Сбербанк,04/01/19,00:00,215.05,218.11,215.01,217.70,5180365,0
Сбербанк,04/02/19,00:00,218.75,219.32,216.80,218.23,4923009,0
Сбербанк,04/03/19,00:00,220.10,224.16,218.88,219.05,9273808,0
Сбербанк,04/04/19,00:00,218.49,221.85,218.01,221.80,5196410,0
Сбербанк,04/05/19,00:00,222.60,227.70,222.03,227.50,7805285,0
Сбербанк,04/08/19,00:00,227.93,232.30,227.90,232.30,7085787,0
Сбербанк,04/09/19,00:00,233.50,238.90,232.39,238.00,11743120,0
Сбербанк,04/10/19,00:00,239.00,245.25,237.94,243.68,12937087,0
Сбербанк,04/11/19,00:00,244.40,247.23,238.86,238.86,10541351,0
Сбербанк,04/12/19,00:00,240.00,243.15,237.00,239.50,9622722,0
Сбербанк,04/15/19,00:00,240.35,242.30,237.06,237.80,4788498,0
Сбербанк,04/16/19,00:00,239.00,239.50,232.32,233.24,8643371,0
Сбербанк,04/17/19,00:00,234.50,235.75,232.00,234.30,7023948,0
Сбербанк,04/18/19,00:00,233.83,234.11,230.84,232.79,5572950,0
Сбербанк,04/19/19,00:00,233.49,233.50,231.90,232.60,1230052,0
Сбербанк,04/22/19,00:00,233.70,236.09,233.05,235.41,4428238,0
Сбербанк,04/23/19,00:00,236.00,237.56,234.16,235.67,5687394,0
Сбербанк,04/24/19,00:00,235.00,236.47,233.94,236.00,4361946,0
Сбербанк,04/25/19,00:00,235.68,236.00,227.80,227.80,10080915,0
Сбербанк,04/26/19,00:00,227.46,227.47,222.08,223.18,9412812,0
Сбербанк,04/29/19,00:00,223.70,229.09,223.05,228.80,4883324,0
Сбербанк,04/30/19,00:00,229.01,229.02,223.81,225.17,6346135,0
Сбербанк,05/02/19,00:00,226.00,229.84,225.85,229.10,3653697,0
Сбербанк,05/03/19,00:00,229.70,233.00,228.55,232.52,4763549,0
Сбербанк,05/06/19,00:00,228.75,232.80,227.00,232.80,4849380,0
Сбербанк,05/07/19,00:00,232.70,234.34,230.26,231.49,4652074,0
Сбербанк,05/08/19,00:00,231.03,232.50,229.50,230.00,4229964,0
Сбербанк,05/10/19,00:00,227.00,229.49,226.11,227.00,4439882,0
Сбербанк,05/13/19,00:00,226.51,228.67,224.15,224.22,4709222,0
Сбербанк,05/14/19,00:00,224.55,230.55,224.55,227.88,7659447,0
Сбербанк,05/15/19,00:00,228.92,230.96,224.43,228.69,6112523,0
Сбербанк,05/16/19,00:00,229.00,231.45,227.59,228.19,4013315,0
Сбербанк,05/17/19,00:00,227.00,228.24,226.00,226.94,2852303,0
Сбербанк,05/20/19,00:00,228.23,229.18,225.10,226.00,3022617,0
Сбербанк,05/21/19,00:00,227.02,232.71,226.04,232.71,5907951,0
Сбербанк,05/22/19,00:00,233.13,237.40,230.80,235.86,5943061,0
Сбербанк,05/23/19,00:00,234.50,235.37,228.57,229.30,5151770,0
Сбербанк,05/24/19,00:00,231.20,236.45,231.20,234.45,6588544,0
Сбербанк,05/27/19,00:00,235.28,237.00,233.83,236.00,2778631,0
Сбербанк,05/28/19,00:00,236.50,237.47,230.60,233.19,7411894,0
Сбербанк,05/29/19,00:00,232.10,234.30,230.25,233.40,5183151,0
Сбербанк,05/30/19,00:00,234.55,235.21,231.91,232.75,3641360,0
Сбербанк,05/31/19,00:00,230.56,234.10,229.21,233.24,5353202,0
Сбербанк,06/03/19,00:00,231.18,241.50,230.35,239.95,8446131,0
Сбербанк,06/04/19,00:00,239.88,240.25,234.80,236.00,7006079,0
Сбербанк,06/05/19,00:00,236.00,240.30,235.11,239.00,5286163,0
Сбербанк,06/06/19,00:00,238.87,246.34,238.53,244.89,6136095,0
Сбербанк,06/07/19,00:00,246.36,249.00,246.06,248.28,6842347,0
Сбербанк,06/10/19,00:00,249.55,250.65,245.20,249.00,6269671,0
Сбербанк,06/11/19,00:00,235.51,239.00,235.11,235.89,6794400,0
Сбербанк,06/13/19,00:00,236.55,241.07,232.55,240.49,7525343,0
Сбербанк,06/14/19,00:00,240.55,243.80,237.10,238.80,5040978,0
Сбербанк,06/17/19,00:00,239.00,240.87,237.50,237.80,3362223,0
Сбербанк,06/18/19,00:00,237.25,241.99,236.36,241.80,4895847,0
Сбербанк,06/19/19,00:00,242.95,242.95,238.70,240.40,3394538,0
Сбербанк,06/20/19,00:00,242.00,244.99,241.40,244.10,6438182,0
Сбербанк,06/21/19,00:00,243.00,243.90,237.56,238.02,6106166,0
Сбербанк,06/24/19,00:00,239.06,240.75,238.42,239.09,2772343,0
Сбербанк,06/25/19,00:00,238.98,239.20,234.20,236.70,3854917,0
Сбербанк,06/26/19,00:00,236.80,241.37,235.81,240.59,3971430,0
Сбербанк,06/27/19,00:00,240.42,242.44,238.30,240.50,4817138,0
Сбербанк,06/28/19,00:00,240.00,241.23,237.87,238.55,3340507,0
Сбербанк,07/01/19,00:00,240.98,243.90,240.21,242.98,5075822,0
Сбербанк,07/02/19,00:00,242.51,242.74,239.70,241.20,2858362,0
Сбербанк,07/03/19,00:00,241.00,243.70,240.17,241.51,3273147,0
Сбербанк,07/04/19,00:00,241.97,243.00,240.81,242.82,2531698,0
Сбербанк,07/05/19,00:00,242.91,243.50,241.61,242.83,2787084,0
Сбербанк,07/08/19,00:00,242.13,243.30,240.68,243.30,2862055,0
Сбербанк,07/09/19,00:00,243.00,243.70,241.87,242.74,2638023,0
Сбербанк,07/10/19,00:00,243.10,245.50,242.01,243.76,4159976,0
Сбербанк,07/11/19,00:00,244.50,244.97,240.17,241.30,3316589,0
Сбербанк,07/12/19,00:00,241.29,241.50,236.37,237.02,4769152,0
Сбербанк,07/15/19,00:00,237.90,238.59,234.23,235.27,4507043,0
Сбербанк,07/16/19,00:00,234.68,235.30,232.25,234.75,3622309,0
Сбербанк,07/17/19,00:00,234.32,238.04,233.50,234.63,3352951,0
Сбербанк,07/18/19,00:00,234.00,236.40,233.50,234.78,2305706,0
Сбербанк,07/19/19,00:00,236.34,237.93,232.32,232.85,3470617,0
Сбербанк,07/22/19,00:00,233.00,233.98,228.57,230.35,3794930,0
Сбербанк,07/23/19,00:00,230.50,232.83,228.52,232.48,3636356,0
Сбербанк,07/24/19,00:00,233.70,234.00,229.90,230.65,2736589,0
Сбербанк,07/25/19,00:00,230.00,234.65,229.02,232.90,3307839,0
Сбербанк,07/26/19,00:00,232.40,233.99,230.25,230.55,2591814,0
Сбербанк,07/29/19,00:00,230.75,233.74,230.18,232.80,1837357,0
Сбербанк,07/30/19,00:00,233.03,236.00,231.13,236.00,3484387,0
Сбербанк,07/31/19,00:00,237.50,237.55,233.11,233.49,5084852,0
Сбербанк,08/01/19,00:00,232.15,232.46,228.50,229.50,5616581,0
Сбербанк,08/02/19,00:00,224.91,226.88,220.30,220.81,9467614,0
Сбербанк,08/05/19,00:00,219.72,224.00,219.45,222.24,4923323,0
Сбербанк,08/06/19,00:00,222.82,226.88,222.30,226.01,4880421,0
Сбербанк,08/07/19,00:00,225.85,227.60,221.90,222.25,4961276,0
Сбербанк,08/08/19,00:00,224.60,225.90,223.18,223.93,3126434,0
Сбербанк,08/09/19,00:00,224.05,224.36,220.67,220.67,3150365,0
Сбербанк,08/12/19,00:00,222.38,222.99,219.74,222.30,2879564,0
Сбербанк,08/13/19,00:00,221.31,225.75,220.07,223.18,4672924,0
Сбербанк,08/14/19,00:00,224.10,224.25,216.60,217.11,5202546,0
Сбербанк,08/15/19,00:00,218.50,218.94,212.88,214.59,6832049,0
Сбербанк,08/16/19,00:00,215.90,216.75,213.91,215.05,3844950,0
Сбербанк,08/19/19,00:00,217.00,218.20,214.06,217.40,3778883,0
Сбербанк,08/20/19,00:00,217.75,219.23,215.53,216.00,3701751,0
Сбербанк,08/21/19,00:00,216.97,219.50,215.80,218.62,4294960,0
Сбербанк,08/22/19,00:00,218.21,220.40,217.35,219.50,4576013,0
Сбербанк,08/23/19,00:00,220.20,223.10,217.86,219.50,5477840,0
Сбербанк,08/26/19,00:00,217.50,219.64,216.53,218.50,3526467,0
Сбербанк,08/27/19,00:00,218.95,219.05,215.61,217.89,5134069,0
Сбербанк,08/28/19,00:00,218.07,219.08,217.18,218.30,3029830,0
Сбербанк,08/29/19,00:00,218.49,221.50,218.05,221.50,3589716,0
Сбербанк,08/30/19,00:00,221.94,225.20,221.21,224.20,5818622,0
Сбербанк,09/02/19,00:00,224.10,227.84,223.41,226.68,3894148,0
Сбербанк,09/03/19,00:00,225.95,226.25,222.05,224.00,4456091,0
Сбербанк,09/04/19,00:00,225.30,227.50,224.69,227.10,4166352,0
Сбербанк,09/05/19,00:00,229.50,230.93,228.36,230.79,5490079,0
Сбербанк,09/06/19,00:00,231.00,231.20,228.36,229.02,3794235,0
Сбербанк,09/09/19,00:00,229.88,230.87,227.61,229.00,2279506,0
Сбербанк,09/10/19,00:00,228.50,235.23,227.10,233.30,6039666,0
Сбербанк,09/11/19,00:00,233.49,235.90,232.62,234.72,4192750,0
Сбербанк,09/12/19,00:00,234.90,235.42,232.81,234.57,3897819,0
Сбербанк,09/13/19,00:00,234.12,235.00,231.91,233.00,2310962,0
Сбербанк,09/16/19,00:00,235.00,235.53,233.20,235.32,3956891,0
Сбербанк,09/17/19,00:00,235.22,237.20,233.99,235.89,5577043,0
Сбербанк,09/18/19,00:00,235.80,236.45,234.45,235.30,2559981,0
Сбербанк,09/19/19,00:00,234.86,235.49,233.12,234.98,3944782,0
Сбербанк,09/20/19,00:00,235.00,235.50,230.72,232.00,4063898,0
Сбербанк,09/23/19,00:00,231.70,232.17,229.05,229.70,2819964,0
Сбербанк,09/24/19,00:00,230.00,231.99,227.11,227.50,4341034,0
Сбербанк,09/25/19,00:00,226.50,228.30,225.30,228.09,3797467,0
Сбербанк,09/26/19,00:00,228.21,230.90,227.71,229.09,3273969,0
Сбербанк,09/27/19,00:00,229.20,229.96,228.05,228.05,1806251,0
Сбербанк,09/30/19,00:00,228.50,229.00,226.05,227.71,3023591,0
Сбербанк,10/01/19,00:00,227.55,229.56,226.49,226.49,2987059,0
Сбербанк,10/02/19,00:00,226.05,226.63,223.03,223.50,4244185,0
Сбербанк,10/03/19,00:00,223.60,225.64,222.61,224.08,3835867,0
Сбербанк,10/04/19,00:00,224.90,226.06,221.87,222.76,3222265,0
Сбербанк,10/07/19,00:00,223.13,227.80,222.41,227.55,4015551,0
Сбербанк,10/08/19,00:00,227.77,228.18,225.15,226.03,3101950,0
Сбербанк,10/09/19,00:00,226.03,229.00,225.52,227.70,3971412,0
Сбербанк,10/10/19,00:00,227.89,228.94,225.62,228.50,3171709,0
Сбербанк,10/11/19,00:00,229.50,231.20,228.97,230.31,3749828,0
Сбербанк,10/14/19,00:00,230.29,230.67,227.82,228.40,3462868,0
Сбербанк,10/15/19,00:00,228.78,229.88,227.00,229.40,3076375,0
Сбербанк,10/16/19,00:00,229.05,231.20,229.05,231.00,3921400,0
Сбербанк,10/17/19,00:00,230.70,233.50,230.52,233.50,4600762,0
Сбербанк,10/18/19,00:00,233.20,236.03,232.80,235.55,4272935,0
Сбербанк,10/21/19,00:00,236.00,236.88,234.04,234.94,2845749,0
Сбербанк,10/22/19,00:00,235.02,239.77,235.00,239.77,4029889,0
Сбербанк,10/23/19,00:00,239.20,240.18,237.76,239.57,3465541,0
Сбербанк,10/24/19,00:00,239.63,242.78,239.06,242.78,4038477,0
Сбербанк,10/25/19,00:00,242.52,242.77,237.85,240.00,4978904,0
Сбербанк,10/28/19,00:00,240.50,242.33,235.25,237.03,3904935,0
Сбербанк,10/29/19,00:00,237.10,240.20,236.00,240.11,4149414,0
Сбербанк,10/30/19,00:00,239.69,242.20,237.85,239.51,4359718,0
Сбербанк,10/31/19,00:00,240.70,242.00,234.01,234.89,6031678,0
Сбербанк,11/01/19,00:00,235.35,236.74,232.80,236.40,3922928,0
Сбербанк,11/05/19,00:00,239.60,240.98,236.70,238.53,4369163,0
Сбербанк,11/06/19,00:00,238.42,239.02,236.52,239.02,3340922,0
Сбербанк,11/07/19,00:00,238.11,242.95,237.71,242.50,4468949,0
Сбербанк,11/08/19,00:00,241.42,241.68,238.70,240.17,3057036,0
Сбербанк,11/11/19,00:00,239.00,242.40,238.31,241.50,2714163,0
Сбербанк,11/12/19,00:00,241.90,243.74,239.50,239.87,3551851,0
Сбербанк,11/13/19,00:00,238.91,239.57,235.81,237.21,3144802,0
Сбербанк,11/14/19,00:00,237.62,239.13,236.82,237.50,3433075,0
Сбербанк,11/15/19,00:00,237.90,240.18,236.45,240.00,3069689,0
Сбербанк,11/18/19,00:00,240.57,241.23,236.36,237.45,3295972,0
Сбербанк,11/19/19,00:00,237.60,239.82,237.20,239.25,2913588,0
Сбербанк,11/20/19,00:00,238.60,240.20,237.10,237.78,2810217,0
Сбербанк,11/21/19,00:00,237.44,238.00,235.80,237.15,2465443,0
Сбербанк,11/22/19,00:00,236.59,240.19,236.53,238.13,3357069,0
Сбербанк,11/25/19,00:00,238.68,239.75,237.21,237.98,1755818,0
Сбербанк,11/26/19,00:00,238.08,238.10,234.35,235.00,5834136,0
Сбербанк,11/27/19,00:00,235.26,236.45,233.51,234.22,2188535,0
Сбербанк,11/28/19,00:00,234.20,235.50,233.10,235.20,1885569,0
Сбербанк,11/29/19,00:00,234.65,235.14,231.97,233.98,2728535,0
Сбербанк,12/02/19,00:00,234.59,236.37,233.00,233.77,2821635,0
Сбербанк,12/03/19,00:00,233.49,234.06,230.13,230.66,2668726,0
Сбербанк,12/04/19,00:00,230.72,232.24,229.50,231.59,2431455,0
Сбербанк,12/05/19,00:00,231.89,232.15,229.03,231.71,2321058,0
Сбербанк,12/06/19,00:00,232.00,235.14,231.55,235.14,3328617,0
Сбербанк,12/09/19,00:00,235.50,237.50,234.30,237.04,3177404,0
Сбербанк,12/10/19,00:00,236.60,239.29,236.00,237.91,3609891,0
Сбербанк,12/11/19,00:00,237.81,241.23,237.70,240.32,4416785,0
Сбербанк,12/12/19,00:00,242.00,242.30,240.09,241.05,3617465,0
Сбербанк,12/13/19,00:00,242.00,243.25,241.10,241.21,3316375,0
Сбербанк,12/16/19,00:00,242.48,242.48,240.13,241.45,2562418,0
Сбербанк,12/17/19,00:00,241.80,242.96,241.00,241.60,3384152,0
Сбербанк,12/18/19,00:00,241.30,246.25,240.36,246.20,5576549,0
Сбербанк,12/19/19,00:00,246.20,248.40,243.10,244.00,5995176,0
Сбербанк,12/20/19,00:00,244.60,245.40,243.72,244.71,3295775,0
Сбербанк,12/23/19,00:00,244.71,249.19,244.07,248.80,2399681,0
Сбербанк,12/24/19,00:00,248.80,249.89,247.27,248.67,2106204,0
Сбербанк,12/25/19,00:00,248.99,249.30,247.11,248.04,792126,0
Сбербанк,12/26/19,00:00,248.20,249.24,246.71,248.24,1298908,0
Сбербанк,12/27/19,00:00,248.55,252.95,248.55,252.06,3198276,0
Сбербанк,12/30/19,00:00,252.10,256.00,250.73,254.75,4315736,0
Сбербанк,01/03/20,00:00,255.99,258.19,253.70,255.00,3585184,0
Сбербанк,01/06/20,00:00,254.75,254.84,251.40,253.90,2234830,0
Сбербанк,01/08/20,00:00,253.57,259.15,253.03,259.15,4081724,0
Сбербанк,01/09/20,00:00,259.40,261.76,257.01,257.99,3832902,0
Сбербанк,01/10/20,00:00,257.86,259.25,256.88,258.19,1885139,0
Сбербанк,01/13/20,00:00,258.30,262.40,257.15,262.40,2585501,0
Сбербанк,01/14/20,00:00,262.50,263.22,258.62,259.05,3112574,0
Сбербанк,01/15/20,00:00,258.49,258.91,254.21,256.31,4936179,0
Сбербанк,01/16/20,00:00,257.11,259.51,256.10,257.51,4024677,0
Сбербанк,01/17/20,00:00,258.20,262.82,257.75,262.50,4491429,0
Сбербанк,01/20/20,00:00,263.20,266.97,261.80,266.28,2979771,0
Сбербанк,01/21/20,00:00,265.50,268.90,263.02,268.06,3808209,0
Сбербанк,01/22/20,00:00,268.72,270.80,265.50,266.54,4428249,0
Сбербанк,01/23/20,00:00,264.64,266.89,262.24,263.73,4060417,0
Сбербанк,01/24/20,00:00,264.50,267.50,264.21,265.49,2734010,0
Сбербанк,01/27/20,00:00,261.00,262.10,255.32,255.32,5645337,0
Сбербанк,01/28/20,00:00,257.00,258.84,254.10,257.70,4813736,0
Сбербанк,01/29/20,00:00,258.40,261.57,257.61,259.94,3504794,0
Сбербанк,01/30/20,00:00,258.00,258.69,255.27,257.31,3176934,0
Сбербанк,01/31/20,00:00,258.50,259.20,252.17,252.20,4792156,0
Сбербанк,02/03/20,00:00,251.80,254.96,251.10,253.99,5272846,0
Сбербанк,02/04/20,00:00,255.30,257.38,252.90,255.40,4978636,0
Сбербанк,02/05/20,00:00,255.89,257.66,253.14,255.20,5075657,0
Сбербанк,02/06/20,00:00,256.50,258.00,251.86,252.11,4361598,0
Сбербанк,02/07/20,00:00,253.10,254.30,248.73,254.30,5022663,0
Сбербанк,02/10/20,00:00,254.55,255.73,252.07,252.26,3522069,0
Сбербанк,02/11/20,00:00,253.75,259.77,253.00,254.50,7945473,0
Сбербанк,02/12/20,00:00,255.40,255.49,252.31,254.50,5252330,0
Сбербанк,02/13/20,00:00,253.62,255.18,252.50,253.89,3673084,0
Сбербанк,02/14/20,00:00,254.40,254.40,251.40,251.75,3001738,0
Сбербанк,02/17/20,00:00,252.50,253.10,250.13,251.36,2642938,0
Сбербанк,02/18/20,00:00,250.07,250.44,247.57,249.20,3636595,0
Сбербанк,02/19/20,00:00,250.37,250.68,247.95,249.70,2579889,0
Сбербанк,02/20/20,00:00,250.03,252.17,249.13,250.15,3071736,0
Сбербанк,02/21/20,00:00,248.35,251.49,247.24,250.80,2776293,0
Сбербанк,02/25/20,00:00,247.98,249.00,245.17,245.19,4105578,0
Сбербанк,02/26/20,00:00,244.75,251.21,243.22,250.80,6775785,0
Сбербанк,02/27/20,00:00,247.50,248.98,242.00,242.88,5824040,0
Сбербанк,02/28/20,00:00,235.00,239.00,231.00,233.36,12463331,0
Сбербанк,03/02/20,00:00,238.93,241.00,218.86,228.17,10198604,0
Сбербанк,03/03/20,00:00,233.00,239.00,232.28,236.63,8365395,0
Сбербанк,03/04/20,00:00,234.13,236.70,232.62,235.27,5427467,0
Сбербанк,03/05/20,00:00,237.00,238.72,230.64,232.33,5708376,0
Сбербанк,03/06/20,00:00,228.00,229.20,216.67,219.99,10444690,0
Сбербанк,03/10/20,00:00,197.99,212.74,184.86,201.20,24454180,0
Сбербанк,03/11/20,00:00,202.00,204.33,192.05,194.53,13830403,0
Сбербанк,03/12/20,00:00,185.15,187.87,173.14,175.91,19797288,0
Сбербанк,03/13/20,00:00,175.00,199.52,174.30,198.60,26303828,0
Сбербанк,03/16/20,00:00,194.00,196.70,186.00,195.85,17427360,0
Сбербанк,03/17/20,00:00,195.00,204.78,183.80,184.01,18414839,0
Сбербанк,03/18/20,00:00,179.00,182.20,172.15,174.27,15500818,0
Сбербанк,03/19/20,00:00,178.50,190.15,173.06,189.51,18742770,0
Сбербанк,03/20/20,00:00,198.62,201.86,192.05,195.69,17058297,0
Сбербанк,03/23/20,00:00,188.00,190.99,182.10,183.37,15789145,0
Сбербанк,03/24/20,00:00,193.30,195.00,189.10,192.64,10488199,0
Сбербанк,03/25/20,00:00,196.38,201.00,182.32,188.08,18797835,0
Сбербанк,03/26/20,00:00,187.69,191.20,182.80,188.07,11160237,0
Сбербанк,03/27/20,00:00,188.05,188.97,180.17,180.38,11427775,0
Сбербанк,03/30/20,00:00,177.00,183.20,174.90,183.00,9433468,0
Сбербанк,03/31/20,00:00,186.00,188.77,184.25,187.21,11402692,0
Сбербанк,04/01/20,00:00,183.20,185.47,182.00,184.78,7682682,0
Сбербанк,04/02/20,00:00,188.30,189.90,182.00,186.95,12563636,0
Сбербанк,04/03/20,00:00,186.60,187.49,184.28,185.64,9286029,0
Сбербанк,04/06/20,00:00,187.52,192.02,186.42,190.70,7786492,0
Сбербанк,04/07/20,00:00,193.02,200.54,193.02,197.63,13642167,0
Сбербанк,04/08/20,00:00,196.02,200.29,195.12,200.29,8998098,0
Сбербанк,04/09/20,00:00,202.40,205.44,199.30,203.61,10998163,0
Сбербанк,04/10/20,00:00,201.85,202.75,200.70,201.99,2875825,0
Сбербанк,04/13/20,00:00,202.00,202.16,197.32,198.26,4128439,0
Сбербанк,04/14/20,00:00,199.99,202.85,196.10,197.37,8022007,0
Сбербанк,04/15/20,00:00,196.00,196.25,186.06,186.07,9816446,0
Сбербанк,04/16/20,00:00,187.22,191.67,183.53,188.50,10917487,0
Сбербанк,04/17/20,00:00,192.50,192.70,188.28,191.80,7172794,0
Сбербанк,04/20/20,00:00,190.60,192.23,187.31,189.32,6224008,0
Сбербанк,04/21/20,00:00,185.54,187.50,183.65,186.05,9430729,0
Сбербанк,04/22/20,00:00,185.01,191.94,184.50,190.20,7536189,0
Сбербанк,04/23/20,00:00,191.99,192.50,188.68,190.94,6275965,0
Сбербанк,04/24/20,00:00,189.73,191.65,187.70,188.91,5531385,0
Сбербанк,04/27/20,00:00,189.98,190.50,188.43,188.90,4371172,0
Сбербанк,04/28/20,00:00,188.50,194.22,188.17,192.80,7858478,0
Сбербанк,04/29/20,00:00,194.46,195.80,192.86,195.80,6984214,0
Сбербанк,04/30/20,00:00,196.51,199.70,195.46,197.25,8719865,0
Сбербанк,05/04/20,00:00,195.68,195.68,193.26,193.69,5639820,0
Сбербанк,05/05/20,00:00,195.51,196.46,194.00,194.75,3543926,0
Сбербанк,05/06/20,00:00,195.00,197.23,194.30,195.70,4956141,0
Сбербанк,05/07/20,00:00,196.00,198.15,195.06,195.51,5772899,0
Сбербанк,05/08/20,00:00,196.00,196.25,194.60,196.02,3388538,0
Сбербанк,05/12/20,00:00,193.30,198.00,191.20,191.40,6765688,0
Сбербанк,05/13/20,00:00,190.05,190.60,186.66,187.31,6346611,0
Сбербанк,05/14/20,00:00,186.50,188.20,183.50,183.81,7668212,0
Сбербанк,05/15/20,00:00,186.13,186.78,183.33,183.85,6314814,0
Сбербанк,05/18/20,00:00,186.33,190.00,185.40,188.93,7754589,0
Сбербанк,05/19/20,00:00,190.37,192.55,186.80,189.00,10532402,0
Сбербанк,05/20/20,00:00,188.49,193.98,186.60,193.98,9334304,0
Сбербанк,05/21/20,00:00,194.00,196.31,191.50,192.40,7954195,0
Сбербанк,05/22/20,00:00,190.97,191.25,188.60,188.90,5701357,0
Сбербанк,05/25/20,00:00,189.62,191.31,188.80,191.00,2314009,0
Сбербанк,05/26/20,00:00,193.00,196.10,192.11,194.00,7931220,0
Сбербанк,05/27/20,00:00,194.00,198.97,193.32,198.51,11607421,0
Сбербанк,05/28/20,00:00,199.31,205.00,198.40,205.00,11717967,0
Сбербанк,05/29/20,00:00,204.11,204.40,199.17,200.50,10665314,0
Сбербанк,06/01/20,00:00,203.10,205.93,201.81,203.66,6565067,0
Сбербанк,06/02/20,00:00,204.67,212.00,204.00,212.00,11686831,0
Сбербанк,06/03/20,00:00,214.00,221.92,213.51,221.50,14504373,0
Сбербанк,06/04/20,00:00,220.67,221.00,212.55,213.10,12249402,0
Сбербанк,06/05/20,00:00,215.13,219.93,213.60,219.10,8865886,0
Сбербанк,06/08/20,00:00,219.80,223.15,217.45,220.30,8882670,0
Сбербанк,06/09/20,00:00,221.13,221.88,215.44,217.23,6916625,0
Сбербанк,06/10/20,00:00,217.00,217.58,211.82,212.53,9189546,0
Сбербанк,06/11/20,00:00,208.91,209.24,206.01,208.35,7003306,0
Сбербанк,06/15/20,00:00,205.07,207.85,202.30,207.32,7599651,0
Сбербанк,06/16/20,00:00,210.28,212.19,207.52,207.76,6655911,0
Сбербанк,06/17/20,00:00,208.52,210.35,206.94,208.14,5657887,0
Сбербанк,06/18/20,00:00,207.80,208.10,202.72,203.77,7227576,0
Сбербанк,06/19/20,00:00,205.44,209.20,204.55,207.00,7504551,0
Сбербанк,06/22/20,00:00,206.70,207.95,204.28,206.40,5866411,0
Сбербанк,06/23/20,00:00,207.70,209.74,206.43,207.30,5348794,0
Сбербанк,06/25/20,00:00,201.00,207.00,200.75,206.92,7149522,0
Сбербанк,06/26/20,00:00,206.97,207.50,201.76,203.15,4669064,0
Сбербанк,06/29/20,00:00,201.00,205.86,200.97,205.80,4308268,0
Сбербанк,06/30/20,00:00,205.70,206.00,202.36,203.22,4375496,0
Сбербанк,07/02/20,00:00,205.00,210.15,204.28,209.60,7638205,0
Сбербанк,07/03/20,00:00,210.00,211.97,209.00,210.95,5064421,0
Сбербанк,07/06/20,00:00,212.97,216.79,212.94,214.61,5545511,0
Сбербанк,07/07/20,00:00,213.00,214.23,210.51,210.53,4472856,0
Сбербанк,07/08/20,00:00,210.80,212.29,209.30,210.97,4206848,0
Сбербанк,07/09/20,00:00,210.70,211.70,208.10,209.11,4518900,0
Сбербанк,07/10/20,00:00,207.51,212.60,206.57,212.28,5070652,0
Сбербанк,07/13/20,00:00,213.87,214.20,208.11,208.39,5133161,0
Сбербанк,07/14/20,00:00,208.38,209.58,205.70,209.50,6603502,0
Сбербанк,07/15/20,00:00,210.29,211.80,207.65,211.09,4952901,0
Сбербанк,07/16/20,00:00,209.66,212.60,208.63,211.35,3903037,0
Сбербанк,07/17/20,00:00,211.69,212.18,209.86,210.81,3614022,0
Сбербанк,07/20/20,00:00,210.27,214.48,209.08,213.89,4450760,0
Сбербанк,07/21/20,00:00,215.00,219.10,214.38,215.73,7564916,0
Сбербанк,07/22/20,00:00,215.98,217.65,213.56,216.71,4844100,0
Сбербанк,07/23/20,00:00,217.50,219.28,215.00,215.41,4342482,0
Сбербанк,07/24/20,00:00,214.80,217.41,197.73,215.97,5356722,0
Сбербанк,07/27/20,00:00,216.70,218.38,215.15,216.90,3832175,0
Сбербанк,07/28/20,00:00,216.81,217.42,215.25,215.53,2461034,0
Сбербанк,07/29/20,00:00,215.89,219.18,215.63,219.18,4134623,0
Сбербанк,07/30/20,00:00,218.71,218.88,215.34,218.15,5126497,0
Сбербанк,07/31/20,00:00,218.19,221.98,217.43,221.57,5970971,0
Сбербанк,08/03/20,00:00,222.27,228.36,221.30,226.72,6455665,0
Сбербанк,08/04/20,00:00,227.39,228.85,225.63,227.16,4201749,0
Сбербанк,08/05/20,00:00,228.15,229.17,224.31,226.40,5464290,0
Сбербанк,08/06/20,00:00,226.75,227.43,224.35,226.00,3016409,0
Сбербанк,08/07/20,00:00,225.00,227.60,224.46,227.28,3564016,0
Сбербанк,08/10/20,00:00,227.96,228.70,224.51,225.99,4350288,0
Сбербанк,08/11/20,00:00,226.43,234.73,226.21,232.65,8187517,0
Сбербанк,08/12/20,00:00,233.12,242.50,233.03,242.40,10100227,0
Сбербанк,08/13/20,00:00,242.20,244.04,238.57,241.39,8572033,0
Сбербанк,08/14/20,00:00,242.00,242.22,238.47,239.99,4428455,0
Сбербанк,08/17/20,00:00,240.80,242.35,234.50,237.80,7712041,0
Сбербанк,08/18/20,00:00,236.88,239.83,235.69,236.30,3676288,0
Сбербанк,08/19/20,00:00,235.85,240.75,235.19,239.40,3823465,0
Сбербанк,08/20/20,00:00,238.44,238.51,230.33,232.48,11694115,0
